Date,Open,High,Low,Close,Adj Close,Volume
2022-08-10,32.439999,33.189999,32.230000,32.799999,32.799999,31318100
2022-08-11,33.160000,33.360001,32.042000,32.240002,32.240002,24624600
2022-08-12,32.590000,32.759998,31.700001,32.470001,32.470001,21940200
2022-08-15,32.099998,32.910000,31.930000,32.490002,32.490002,14149200
2022-08-16,32.080002,32.724998,31.330000,32.380001,32.380001,28072300
2022-08-17,31.650000,31.709999,30.440001,30.719999,30.719999,24239400
2022-08-18,30.559999,30.620001,29.860001,30.150000,30.150000,20831600
2022-08-19,29.500000,29.570000,28.629999,29.010000,29.010000,24160600
2022-08-22,28.340000,28.805000,27.870001,28.000000,28.000000,20233100
2022-08-23,28.059999,28.674999,27.750000,27.809999,27.809999,24298300
2022-08-24,27.930000,29.219999,27.850000,28.709999,28.709999,20022500
2022-08-25,28.889999,29.639999,28.809999,29.620001,29.620001,15470900
2022-08-26,29.510000,29.709999,28.360001,28.580000,28.580000,16479100
2022-08-29,28.100000,29.190001,28.059999,28.740000,28.740000,17245100
2022-08-30,29.180000,29.290001,28.120001,28.709999,28.709999,24409300
